-1,17.00,1.00,73.00,77.90,18.33,2.25,0.00,-599.64,5.37,-88.38,-1.36,-12.20
-1,32.00,0.00,66.00,81.99,14.71,5.00,0.00,-376.58,7.92,-23.91,-0.28,-20.11
-1,63.00,0.00,54.00,80.88,19.07,3.49,0.00,-137.69,14.27,75.09,0.19,-16.07
-1,15.00,1.00,65.00,57.84,14.61,1.57,0.00,-672.11,23.27,45.62,0.44,-18.56
-1,33.00,1.00,73.00,77.30,14.26,2.36,0.00,-79.68,17.64,-57.95,-1.24,-5.98
1,54.00,0.00,63.75,39.79,4.60,7.08,1.00,701.63,10.60,84.12,-0.18,-17.25
-1,2.00,0.00,9.00,52.06,13.55,3.04,1.00,259.57,3.05,85.07,0.40,0.37
-1,61.00,0.00,54.00,69.73,18.47,3.35,0.00,-825.27,16.33,-97.22,0.73,-2.47
-1,17.00,1.00,58.00,83.06,21.64,3.63,1.00,-117.75,12.38,-47.01,0.41,-23.10
-1,61.00,0.00,72.00,89.21,15.98,3.26,0.00,-680.05,21.00,2.49,-0.54,-19.60
1,61.00,0.00,59.50,60.18,15.85,6.15,1.00,331.86,10.75,-66.00,0.76,-12.72
1,26.00,0.00,76.50,72.45,11.03,5.03,0.00,753.31,1.14,30.50,-0.01,0.59
-1,42.00,1.00,57.00,79.11,13.10,1.50,0.00,-668.99,7.04,44.22,-1.92,10.19
-1,8.00,1.00,25.00,61.54,25.78,3.53,0.00,-766.49,6.85,-89.71,0.16,-18.23
-1,6.00,1.00,21.00,94.98,16.04,3.25,0.00,859.37,-2.61,-71.21,-0.57,-4.60
1,17.00,0.00,54.40,46.28,9.16,0.00,0.00,-436.58,17.55,-35.24,-0.67,-0.78
-1,45.00,1.00,62.00,69.99,19.37,2.77,0.00,793.56,-0.61,47.21,-0.80,-18.62
1,84.00,1.00,52.70,36.25,19.91,1.73,0.00,114.97,8.80,71.41,-0.67,-16.39
-1,34.00,1.00,53.00,75.60,13.41,4.22,0.00,559.67,2.16,99.72,0.87,-16.76
-1,77.00,0.00,85.00,65.82,18.17,3.12,1.00,274.99,24.26,-43.01,-1.76,6.52
-1,55.00,1.00,62.00,63.86,16.81,2.62,1.00,-85.64,7.97,16.07,-0.54,-4.62
-1,23.00,1.00,44.00,61.79,13.70,2.61,0.00,-694.84,-2.57,-45.73,0.18,25.42
-1,38.00,0.00,75.00,82.29,27.97,1.83,1.00,-849.83,-0.67,62.74,-0.05,-5.27
-1,21.00,1.00,66.00,66.07,21.47,3.49,0.00,-482.15,15.72,-41.71,-0.07,-20.87
1,7.00,0.00,33.15,61.56,8.93,5.85,0.00,-504.71,8.16,36.11,1.84,-16.95
-1,32.00,1.00,93.00,76.09,24.51,2.78,0.00,696.06,8.27,-23.18,0.54,-14.07
-1,29.00,1.00,76.00,66.39,18.28,1.80,0.00,-482.30,-6.72,-44.42,0.20,-1.16
-1,10.00,0.00,48.00,89.67,21.80,2.55,0.00,506.77,0.27,-62.84,2.61,-18.08
-1,39.00,1.00,55.00,74.31,12.79,3.75,0.00,223.33,12.23,-42.16,-0.49,-11.76
-1,77.00,0.00,89.00,69.31,17.38,4.10,0.00,20.68,-1.62,69.39,-0.88,-14.35
-1,13.00,1.00,51.00,69.42,19.51,2.87,0.00,226.95,7.25,22.26,-0.41,-17.84
-1,5.00,1.00,21.00,85.92,8.75,2.35,0.00,400.33,21.00,55.79,0.60,-17.49
-1,12.00,0.00,65.00,66.92,15.05,3.01,0.00,-817.47,-3.95,57.02,-0.88,-11.14
-1,16.00,1.00,55.00,66.05,17.84,4.40,0.00,86.64,-12.22,72.49,-1.59,-6.81
-1,7.00,0.00,31.00,72.97,13.58,1.96,0.00,656.35,15.85,77.28,0.08,-18.06
-1,67.00,1.00,67.00,85.22,14.72,3.19,0.00,892.78,9.77,82.39,-0.85,-20.83
1,44.00,1.00,42.50,50.57,7.53,-0.06,0.00,-701.73,28.18,-29.85,-0.51,-13.37
-1,31.00,0.00,91.00,71.60,16.09,2.65,0.00,-83.89,6.14,10.70,-0.09,-4.93
-1,51.00,0.00,85.00,84.29,24.36,3.37,1.00,-60.43,20.10,-24.38,0.66,-21.12
-1,23.00,1.00,54.00,89.91,19.28,5.10,0.00,737.60,9.55,-6.62,0.96,-23.46
-1,42.00,0.00,111.00,65.39,17.30,6.01,0.00,172.32,7.02,-93.99,-0.79,-13.54
-1,64.00,0.00,56.00,87.24,20.70,1.52,0.00,80.19,15.34,-67.50,-1.15,-22.56
1,11.00,1.00,29.75,53.96,12.96,0.12,0.00,333.81,26.50,61.49,0.33,2.28
-1,24.00,0.00,86.00,77.72,13.71,3.83,0.00,417.07,-9.74,-34.92,-0.52,-13.31
1,24.00,1.00,37.40,59.04,12.06,5.37,0.00,-195.00,23.35,40.40,0.45,-17.41
-1,34.00,0.00,66.00,94.85,4.75,4.70,1.00,646.35,12.78,44.98,-0.24,-11.08
-1,3.00,1.00,13.00,62.41,16.19,2.03,0.00,433.56,18.25,-21.31,-0.59,-21.95
-1,59.00,0.00,73.00,55.99,20.08,4.30,0.00,-725.45,21.01,9.68,-0.42,-23.89
1,39.00,0.00,62.90,58.40,15.12,-0.02,0.00,-95.31,21.22,-75.05,-1.10,-12.61
-1,6.00,1.00,20.00,83.94,12.07,3.63,1.00,-825.83,1.79,18.64,0.15,6.36
-1,2.00,1.00,9.00,94.31,15.99,3.44,0.00,331.85,10.17,58.66,-0.94,-3.21
-1,24.00,1.00,80.00,58.73,10.00,-0.03,0.00,-106.82,1.83,-65.39,1.02,5.40
-1,36.00,1.00,72.00,74.44,13.83,3.02,0.00,-50.01,-2.16,-76.10,1.19,-24.76
-1,31.00,0.00,67.00,65.82,27.10,2.76,0.00,-869.37,14.19,-14.95,-1.24,-26.82
-1,3.00,1.00,13.00,67.55,12.92,3.22,1.00,138.93,7.78,43.77,0.26,-1.50
-1,51.00,1.00,73.00,56.89,23.99,4.59,0.00,515.74,19.09,-91.51,0.75,-23.13
-1,15.00,0.00,69.00,61.42,20.20,1.63,0.00,-863.55,16.88,-16.29,0.74,0.80
-1,57.00,1.00,75.00,62.12,24.19,4.40,1.00,349.85,1.37,-96.47,-1.53,-31.99
-1,9.00,0.00,36.00,78.28,19.55,2.12,0.00,-959.73,25.99,23.71,-0.51,-6.66
-1,44.00,1.00,56.00,77.92,18.18,2.67,1.00,872.53,-3.24,-69.15,0.55,0.35
-1,54.00,0.00,93.00,76.13,15.28,3.48,0.00,480.89,-14.96,83.74,0.13,-22.77
-1,20.00,0.00,67.00,80.24,18.05,2.11,0.00,-991.38,8.39,-93.64,0.33,-9.72
-1,13.00,0.00,54.00,71.12,22.99,4.62,0.00,771.25,-8.31,51.66,0.28,-25.46
1,34.00,1.00,61.20,52.04,13.95,6.62,0.00,-942.88,14.43,91.88,0.05,-0.37
-1,1.00,1.00,7.00,58.88,19.52,2.59,0.00,209.21,22.58,-32.19,-0.97,-15.56
-1,2.00,1.00,8.00,70.20,7.64,3.17,0.00,461.59,11.45,-66.78,0.22,-22.35
-1,10.00,1.00,32.00,86.79,15.52,5.49,0.00,-92.72,12.76,19.69,1.93,-0.30
-1,7.00,1.00,26.00,67.18,16.81,3.39,0.00,266.59,9.45,25.61,0.58,6.51
-1,31.00,1.00,56.00,106.65,19.84,3.72,1.00,681.17,6.28,-38.87,-0.56,-6.52
-1,1.00,1.00,6.00,80.90,15.04,2.70,0.00,942.42,-1.35,-50.95,-0.18,-9.25
1,3.00,0.00,15.30,61.58,14.16,0.16,1.00,715.32,-2.65,83.04,1.43,-13.15
1,31.00,0.00,66.30,57.16,11.14,7.21,0.00,580.08,20.66,-50.28,-3.26,-20.08
-1,31.00,1.00,73.00,83.29,20.20,3.44,1.00,761.43,11.78,-53.87,-0.01,-26.34
-1,49.00,1.00,61.00,67.66,18.63,3.37,0.00,-547.82,8.45,-48.21,0.05,-0.45
-1,7.00,0.00,31.00,68.95,15.65,2.81,0.00,-168.73,5.76,-47.45,0.37,-10.40
-1,39.00,1.00,69.00,69.12,9.11,2.43,0.00,529.12,-0.53,-64.50,-1.56,-9.56
1,27.00,1.00,55.25,57.04,6.78,5.95,0.00,-577.31,12.64,-32.54,-0.74,-26.14
1,19.00,1.00,59.50,55.20,14.74,6.55,1.00,-503.64,-1.90,25.73,-0.04,-10.08
-1,36.00,1.00,56.00,72.64,9.94,2.91,0.00,460.06,11.06,52.00,-1.16,-11.10
-1,24.00,0.00,62.00,60.78,22.82,0.47,1.00,-710.20,13.26,98.27,1.26,-2.98
-1,41.00,1.00,49.00,83.89,14.94,3.17,0.00,644.71,7.99,-96.27,-0.75,-4.22
1,60.00,0.00,64.60,27.04,14.72,-2.27,1.00,-962.83,7.28,48.83,0.98,-16.89
-1,11.00,1.00,30.00,71.29,13.47,1.14,0.00,64.76,30.30,36.10,-0.40,-11.53
-1,36.00,1.00,71.00,99.18,20.96,2.15,0.00,782.15,2.05,-68.79,-0.21,-0.75
-1,6.00,0.00,19.00,85.82,28.98,1.29,1.00,332.24,16.64,-51.02,-0.03,-24.48
-1,42.00,0.00,82.00,83.03,15.76,1.54,0.00,165.52,5.10,95.57,-2.52,-20.28
-1,30.00,1.00,67.00,74.41,14.99,4.05,0.00,-388.10,-2.83,-7.08,0.36,-5.41
1,65.00,1.00,33.15,77.15,15.31,6.46,0.00,817.79,7.30,1.97,-1.93,-8.98
-1,33.00,0.00,79.00,75.13,21.81,3.41,0.00,-907.88,1.19,-70.76,0.82,-47.05
-1,28.00,0.00,82.00,73.51,13.06,2.34,0.00,231.19,11.11,-92.06,0.62,-16.24
-1,48.00,0.00,63.00,69.98,19.92,2.16,0.00,-990.59,-4.37,-25.46,0.48,-2.18
1,41.00,1.00,51.85,50.82,9.40,6.55,0.00,403.26,14.12,-58.27,-1.04,-20.60
-1,22.00,0.00,74.00,82.25,8.38,3.58,1.00,330.73,15.95,-1.81,-2.10,-26.22
-1,45.00,0.00,85.00,62.57,18.02,3.05,0.00,-186.90,23.99,70.23,-0.45,-18.11
-1,8.00,1.00,26.00,76.96,18.85,3.21,0.00,-300.57,4.10,15.94,1.21,-27.46
-1,54.00,1.00,63.00,78.95,24.31,3.12,0.00,489.56,3.22,-86.34,-0.04,-12.15
-1,24.00,1.00,73.00,70.67,17.69,3.13,0.00,421.67,30.95,95.64,-0.86,-7.62
1,35.00,0.00,57.80,17.90,16.54,6.58,0.00,-515.51,11.15,65.09,1.51,-7.29
-1,0.00,0.00,3.00,71.80,19.44,3.30,0.00,523.68,-0.61,-47.47,-0.98,-13.25
-1,9.00,1.00,34.00,45.55,21.48,3.77,1.00,128.79,17.06,51.90,-0.82,7.84
-1,1.00,1.00,6.00,91.85,18.75,2.29,0.00,475.71,-2.13,-98.45,0.07,-27.15
-1,77.00,1.00,51.00,73.72,16.88,2.85,0.00,-866.78,19.60,-94.55,-1.90,10.59
1,22.00,1.00,66.30,57.03,5.63,4.55,1.00,486.63,7.43,0.94,-0.46,-32.02
-1,10.00,1.00,38.00,67.65,27.77,2.92,0.00,168.88,-5.47,91.90,-1.26,-14.65
-1,44.00,0.00,82.00,65.92,13.12,2.45,0.00,313.68,4.38,-15.64,-0.15,-32.05
-1,29.00,1.00,71.00,64.93,17.30,2.74,1.00,-527.12,13.69,-22.74,-2.26,0.93
-1,18.00,1.00,68.00,76.81,24.47,1.56,0.00,909.17,11.20,13.97,0.64,-16.79
-1,52.00,0.00,67.00,90.08,23.94,3.02,1.00,600.18,5.84,62.15,0.33,-23.32
1,41.00,1.00,63.75,34.26,16.10,-1.36,0.00,96.55,12.49,-12.30,-0.49,-4.89
-1,21.00,1.00,50.00,63.86,16.67,2.51,1.00,-627.85,-6.27,-15.37,-0.23,11.60
-1,31.00,1.00,72.00,77.59,20.28,2.66,0.00,-997.92,7.01,24.45,1.25,-19.75
-1,2.00,1.00,11.00,63.69,17.77,3.80,0.00,448.04,18.37,-56.08,-0.87,-4.50
1,51.00,0.00,83.30,50.75,20.45,-0.81,0.00,617.15,-2.90,45.00,0.75,-8.51
-1,44.00,0.00,91.00,68.70,19.81,2.38,1.00,-754.50,8.69,-99.39,-0.70,-21.10
-1,12.00,0.00,44.00,62.35,12.37,4.25,1.00,655.23,6.36,35.60,-1.30,-22.77
-1,17.00,0.00,79.00,87.79,26.22,4.38,0.00,894.54,8.39,-45.99,1.15,1.91
-1,17.00,1.00,50.00,79.19,8.48,3.04,1.00,-865.92,-9.24,95.41,-1.03,-14.02
-1,74.00,1.00,56.00,67.00,14.26,1.75,0.00,870.67,-2.38,-78.29,0.35,-16.66
-1,45.00,0.00,87.00,67.04,9.72,4.75,1.00,-440.19,10.19,-95.76,-1.40,-5.38
1,31.00,1.00,49.30,40.30,16.37,-1.19,1.00,380.23,25.56,94.05,-2.13,-6.93
-1,82.00,0.00,81.00,61.76,26.98,1.42,1.00,474.46,31.91,-6.53,0.56,-19.78
-1,4.00,0.00,28.00,81.28,22.79,2.14,0.00,489.50,19.01,-37.26,-2.15,-28.64
-1,10.00,1.00,27.00,65.08,19.30,4.54,0.00,-787.99,13.74,-46.57,-0.28,-23.46
-1,22.00,1.00,73.00,63.44,24.34,3.84,0.00,-574.57,-3.51,13.82,2.70,-25.62
-1,31.00,1.00,66.00,93.97,14.30,3.19,0.00,-244.92,21.90,-68.08,0.45,-24.39
-1,33.00,0.00,47.00,76.25,15.13,3.49,0.00,577.31,-14.55,-0.75,-1.64,-10.73
-1,17.00,0.00,65.00,83.64,22.11,3.68,0.00,-314.76,-3.88,3.78,0.95,-9.51
-1,12.00,0.00,63.00,74.83,18.82,1.81,1.00,289.50,17.56,-53.58,-0.28,-9.73
-1,25.00,1.00,74.00,60.82,22.19,4.18,1.00,-445.99,16.89,-79.04,-1.14,-13.51
-1,38.00,0.00,102.00,56.24,25.40,2.10,0.00,-32.97,21.53,-44.08,1.73,-10.02
-1,62.00,0.00,83.00,79.51,19.41,3.47,0.00,226.40,-1.74,42.42,0.45,-14.57
-1,27.00,0.00,56.00,79.02,24.19,1.78,1.00,97.54,20.90,45.20,0.60,-4.07
-1,47.00,1.00,71.00,60.18,11.83,4.17,0.00,460.13,7.20,99.17,0.00,-3.82
-1,4.00,1.00,17.00,79.41,27.88,3.24,0.00,83.37,-4.37,-33.13,0.48,-3.88
-1,4.00,0.00,19.00,74.86,18.58,-0.09,0.00,328.91,10.61,-47.47,-1.21,-22.06
-1,26.00,0.00,72.00,68.58,13.54,3.35,0.00,6.19,9.58,97.37,0.78,10.71
-1,3.00,1.00,13.00,99.69,15.11,3.32,0.00,-312.42,7.32,-81.25,0.36,-2.39
1,43.00,1.00,62.05,63.51,10.02,6.28,0.00,575.36,13.74,-95.93,0.97,-6.96
